postal_code,place_name,district_code,district_name,province,post_office_type
40150,Achchuvely,JA,Jaffna,Northern Province,Main Post Office
41160,Adampan,MB,Mannar,Northern Province,Sub Post Office
32350,Addalaichenai,AR,Ampara,Eastern Province,Main Post Office
20713,Adhikarigama,KY,Kandy,Central Province,Sub Post Office
61012,Adippala,PX,Puttalam,North Western Province,Sub Post Office
12200,Agalawatta,KT,Kalutara,Western Province,Main Post Office
80212,Agaliya,GL,Galle,Southern Province,Sub Post Office
22094,Agarapathana,NW,Nuwara Eliya,Central Province,Sub Post Office
31304,Agbopura,TC,Trincomalee,Eastern Province,Sub Post Office
80650,Ahangama,GL,Galle,Southern Province,Main Post Office
80562,Ahungalla,GL,Galle,Southern Province,Main Post Office
11536,Akaragama,GQ,Gampaha,Western Province,Sub Post Office
10732,Akarawita,CO,Colombo,Western Province,Sub Post Office
70082,Akarella,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
32400,Akkarapattu,AR,Ampara,Eastern Province,Main Post Office
90166,Akkaraseeya,BD,Badulla,Uva Province,Sub Post Office
42425,Akkarayankulam,KO,Kilinochchi,Northern Province,Sub Post Office
80090,Akmeemana,GL,Galle,Southern Province,Main Post Office
21142,Akuramboda,MT,Matale,Central Province,Sub Post Office
20850,Akurana,KY,Kandy,Central Province,Main Post Office
81400,Akuressa,MH,Matara,Southern Province,Main Post Office
60416,Alahenegama,KG,Kurunegala,North Western Province,Sub Post Office
60182,Alahitiyawa,KG,Kurunegala,North Western Province,Sub Post Office
70132,Alakola Ella,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
42005,Alampil,MP,Mullaitivu,Northern Province,Sub Post Office
81475,Alapaladeniya,MH,Matara,Southern Province,Sub Post Office
40120,Alaveddy,JA,Jaffna,Northern Province,Main Post Office
11122,Alawala,GQ,Gampaha,Western Province,Sub Post Office
20140,Alawatugoda,KY,Kandy,Central Province,Main Post Office
71204,Alawatura,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
60047,Alawatuwala,KG,Kurunegala,North Western Province,Sub Post Office
60280,Alawwa,KG,Kurunegala,North Western Province,Main Post Office
71607,Algama,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
42565,Aliyawalai,KO,Kilinochchi,Northern Province,Sub Post Office
40048,Allaipiddy,JA,Jaffna,Northern Province,Sub Post Office
12524,Alubomulla,KT,Kalutara,Western Province,Sub Post Office
20062,Aludeniya,KY,Kandy,Central Province,Sub Post Office
90736,Aluketiyawa,BD,Badulla,Uva Province,Sub Post Office
12080,Aluthgama,KT,Kalutara,Western Province,Main Post Office
71508,Aluthnuwara,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
90722,Aluththarama,BD,Badulla,Uva Province,Sub Post Office
80332,Aluthwala,GL,Galle,Southern Province,Sub Post Office
51014,Aluthwewa,PR,Polonnaruwa,North Central Province,Sub Post Office
40635,Alvai,JA,Jaffna,Northern Province,Sub Post Office
21004,Alwatta,MT,Matale,Central Province,Sub Post Office
90108,Ambadandegama,BD,Badulla,Uva Province,Sub Post Office
20986,Ambagahapelassa,KY,Kandy,Central Province,Sub Post Office
90326,Ambagahawatte,BD,Badulla,Uva Province,Sub Post Office
22678,Ambagamuwa Udabulathgama,NW,Nuwara Eliya,Central Province,Sub Post Office
90300,Ambagasdowa,BD,Badulla,Uva Province,Main Post Office
11052,Ambagaspitiya,GQ,Gampaha,Western Province,Sub Post Office
61024,Ambakandawila,PX,Puttalam,North Western Province,Sub Post Office
60036,Ambakote,KG,Kurunegala,North Western Province,Sub Post Office
71546,Ambalakanda,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
80300,Ambalangoda,GL,Galle,Southern Province,Main Post Office
82100,Ambalantota,HB,Hambantota,Southern Province,Main Post Office
21504,Ambana,MT,Matale,Central Province,Sub Post Office
22284,Ambanella,NW,Nuwara Eliya,Central Province,Sub Post Office
60650,Ambanpola,KG,Kurunegala,North Western Province,Main Post Office
22686,Ambatalawa,NW,Nuwara Eliya,Central Province,Sub Post Office
20136,Ambatenna,KY,Kandy,Central Province,Sub Post Office
11212,Ambepussa,GQ,Gampaha,Western Province,Sub Post Office
22216,Ambewela,NW,Nuwara Eliya,Central Province,Sub Post Office
71503,Ambulugala,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
71320,Amitirigala,KE,Kegalle,Sabaragamuwa Province,Main Post Office
71232,Ampagala,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
32000,Ampara,APR,Ampara,Eastern Province,Main Post Office
80204,Ampegama,GL,Galle,Southern Province,Sub Post Office
30162,Ampilanthurai,BC,Batticaloa,Eastern Province,Sub Post Office
20160,Ampitiya,KY,Kandy,Central Province,Main Post Office
80422,Amugoda,GL,Galle,Southern Province,Sub Post Office
90204,Amunumulla,BD,Badulla,Uva Province,Sub Post Office
40198,Anaicoddai,JA,Jaffna,Northern Province,Sub Post Office
40280,Analaithivu,JA,Jaffna,Northern Province,Main Post Office
61500,Anamaduwa,PX,Puttalam,North Western Province,Main Post Office
80044,Anangoda,GL,Galle,Southern Province,Sub Post Office
21077,Andawala Lihinipitiya,MT,Matale,Central Province,Sub Post Office
11558,Andiambalama,GQ,Gampaha,Western Province,Sub Post Office
61508,Andigama,PX,Puttalam,North Western Province,Sub Post Office
50112,Andiyagala,AD,Anuradhapura,North Central Province,Sub Post Office
50248,Angamuwa,AD,Anuradhapura,North Central Province,Sub Post Office
80122,Angulugaha,GL,Galle,Southern Province,Sub Post Office
82220,Angunakolapelessa,HB,Hambantota,Southern Province,Main Post Office
91302,Angunakolawewa,MJ,Monaragala,Uva Province,Sub Post Office
61264,Angunawila,PX,Puttalam,North Western Province,Sub Post Office
12320,Anguruwatota,KT,Kalutara,Western Province,Main Post Office
60074,Anhandiya,KG,Kurunegala,North Western Province,Sub Post Office
71403,Anhettigama,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
80048,Ankokkawala,GL,Galle,Southern Province,Sub Post Office
20150,Ankumbura,KY,Kandy,Central Province,Main Post Office
60214,Anukkane,KG,Kurunegala,North Western Province,Sub Post Office
50033,Anura Wijayapura,AD,Anuradhapura,North Central Province,Sub Post Office
50000,Anuradhapura,AD,Anuradhapura,North Central Province,Main Post Office
81032,Aparekka,MH,Matara,Southern Province,Sub Post Office
60243,Arachchikattuwa,PX,Puttalam,North Western Province,Sub Post Office
60308,Aragoda,KG,Kurunegala,North Western Province,Sub Post Office
51100,Aralaganwila,PR,Polonnaruwa,North Central Province,Main Post Office
71540,Aranayaka,KE,Kegalle,Sabaragamuwa Province,Main Post Office
90017,Arawa,BD,Badulla,Uva Province,Sub Post Office
90532,Arawakumbura,BD,Badulla,Uva Province,Sub Post Office
90712,Arawatte,BD,Badulla,Uva Province,Sub Post Office
30150,Arayampathy,BC,Batticaloa,Eastern Province,Main Post Office
41060,Arippu,MB,Mannar,Northern Province,Sub Post Office
71041,Aruggammana,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
51072,Aselapura,PR,Polonnaruwa,North Central Province,Sub Post Office
20574,Atabage,KY,Kandy,Central Province,Sub Post Office
70294,Atakalanpanna,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
90542,Atakiriya,BD,Badulla,Uva Province,Sub Post Office
71363,Atale,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
60706,Ataragalla,KG,Kurunegala,North Western Province,Sub Post Office
21512,Ataragallewa,MT,Matale,Central Province,Sub Post Office
41180,Aththimottai,MB,Mannar,Northern Province,Sub Post Office
10150,Athurugiriya,CO,Colombo,Western Province,Main Post Office
11120,Attanagalla,GQ,Gampaha,Western Province,Main Post Office
51235,Attanakadawala,PR,Polonnaruwa,North Central Province,Sub Post Office
61328,Attawilluwa,PX,Puttalam,North Western Province,Sub Post Office
81402,Aturaliya,MH,Matara,Southern Province,Sub Post Office
50169,Awukana,AD,Anuradhapura,North Central Province,Sub Post Office
60462,Awulegama,KG,Kurunegala,North Western Province,Sub Post Office
70024,Ayagama,RN,Ratnapura,Sabaragamuwa Province,Main Post Office
30362,Ayithiyamalai,BC,Batticaloa,Eastern Province,Sub Post Office
91516,Ayiwela,MJ,Monaragala,Uva Province,Sub Post Office
11538,Badalgama,GQ,Gampaha,Western Province,Sub Post Office
91070,Badalkumbura,MJ,Monaragala,Uva Province,Main Post Office
80200,Baddegama,GL,Galle,Southern Province,Main Post Office
90000,Badulla,BD,Badulla,Uva Province,Main Post Office
90019,Baduluoya,BD,Badulla,Uva Province,Sub Post Office
91058,Baduluwela,MJ,Monaragala,Uva Province,Sub Post Office
12230,Baduraliya,KT,Kalutara,Western Province,Main Post Office
51250,Bakamuna,PR,Polonnaruwa,North Central Province,Main Post Office
30206,Bakiella,BC,Batticaloa,Eastern Province,Sub Post Office
91554,Bakinigahawela,MJ,Monaragala,Uva Province,Sub Post Office
31028,Bakmeegama,TC,Trincomalee,Eastern Province,Sub Post Office
32024,Bakmitiyawa,APR,Ampara,Eastern Province,Sub Post Office
91295,Balaharuwa,MJ,Monaragala,Uva Province,Sub Post Office
60604,Balalla,KG,Kurunegala,North Western Province,Sub Post Office
20308,Balana,KY,Kandy,Central Province,Sub Post Office
70100,Balangoda,RN,Ratnapura,Sabaragamuwa Province,Main Post Office
80550,Balapitiya,GL,Galle,Southern Province,Main Post Office
90092,Ballaketuwa,BD,Badulla,Uva Province,Sub Post Office
20644,Bambaragahaela,KY,Kandy,Central Province,Sub Post Office
21212,Bambaragaswewa,MT,Matale,Central Province,Sub Post Office
90322,Bambarapana,BD,Badulla,Uva Province,Sub Post Office
60347,Bamunakotuwa,KG,Kurunegala,North Western Province,Sub Post Office
80143,Banagala,GL,Galle,Southern Province,Sub Post Office
82005,Bandagiriya Colony,HB,Hambantota,Southern Province,Sub Post Office
60424,Bandara Koswatta,KG,Kurunegala,North Western Province,Sub Post Office
12530,Bandaragama,KT,Kalutara,Western Province,Main Post Office
90100,Bandarawela,BD,Badulla,Uva Province,Main Post Office
11244,Banduragoda,GQ,Gampaha,Western Province,Sub Post Office
61238,Bangadeniya,PX,Puttalam,North Western Province,Sub Post Office
61262,Baranankattuwa,PX,Puttalam,North Western Province,Sub Post Office
82110,Barawakumbuka,HB,Hambantota,Southern Province,Main Post Office
20967,Barawardhanaoya,KY,Kandy,Central Province,Sub Post Office
20154,Batagolladeniya,KY,Kandy,Central Province,Sub Post Office
80320,Batapola,GL,Galle,Southern Province,Main Post Office
70504,Batatota,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
10513,Batawala,CO,Colombo,Western Province,Sub Post Office
10120,Battaramulla,CO,Colombo,Western Province,Main Post Office
30000,Batticaloa,BC,Batticaloa,Eastern Province,Main Post Office
61246,Battuluoya,PX,Puttalam,North Western Province,Sub Post Office
10526,Batugampola,CO,Colombo,Western Province,Sub Post Office
20132,Batugoda,KY,Kandy,Central Province,Sub Post Office
20966,Batumulla,KY,Kandy,Central Province,Sub Post Office
11011,Batuwatta,GQ,Gampaha,Western Province,Main Post Office
71321,Batuwita,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
20218,Bawlana,KY,Kandy,Central Province,Sub Post Office
82400,Beliatta,HB,Hambantota,Southern Province,Main Post Office
71044,Beligala,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
21214,Beligamuwa,MT,Matale,Central Province,Sub Post Office
70140,Belihuloya,RN,Ratnapura,Sabaragamuwa Province,Main Post Office
12224,Bellana,KT,Kalutara,Western Province,Sub Post Office
11040,Bemmulla,GQ,Gampaha,Western Province,Main Post Office
81614,Bengamuwa,MH,Matara,Southern Province,Sub Post Office
80500,Bentota,GL,Galle,Southern Province,Main Post Office
82102,Beragama,HB,Hambantota,Southern Province,Sub Post Office
81541,Beralapanathara,MH,Matara,Southern Province,Sub Post Office
82618,Beralihela,HB,Hambantota,Southern Province,Sub Post Office
90066,Beramada,BD,Badulla,Uva Province,Sub Post Office
71706,Berannawa,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
12070,Beruwala,KT,Kalutara,Western Province,Main Post Office
91500,Bibila,MJ,Monaragala,Uva Province,Main Post Office
90502,Bibilegama,BD,Badulla,Uva Province,Sub Post Office
60450,Bingiriya,KG,Kurunegala,North Western Province,Main Post Office
11650,Biyagama,GQ,Gampaha,Western Province,Main Post Office
11672,Biyagama EPZ,GQ,Gampaha,Western Province,Sub Post Office
90354,Bogahakumbura,BD,Badulla,Uva Province,Sub Post Office
91074,Bogahapelassa,MJ,Monaragala,Uva Province,Sub Post Office
50566,Bogahawewa,AD,Anuradhapura,North Central Province,Sub Post Office
60107,Bogamulla,KG,Kurunegala,North Western Province,Sub Post Office
43583,Bogaswewa,VA,Vavuniya,Northern Province,Sub Post Office
22060,Bogawantalawa,NW,Nuwara Eliya,Central Province,Main Post Office
11216,Bokalagama,GQ,Gampaha,Western Province,Sub Post Office
20093,Bokkawela,KY,Kandy,Central Province,Sub Post Office
11024,Bollete,GQ,Gampaha,Western Province,Sub Post Office
12008,Bolossagama,KT,Kalutara,Western Province,Sub Post Office
70131,Bolthumbe,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
12024,Bombuwala,KT,Kalutara,Western Province,Sub Post Office
80270,Boossa,GL,Galle,Southern Province,Main Post Office
11134,Bopagama,GQ,Gampaha,Western Province,Sub Post Office
81412,Bopagoda,MH,Matara,Southern Province,Sub Post Office
20932,Bopana,KY,Kandy,Central Province,Sub Post Office
22095,Bopattalawa,NW,Nuwara Eliya,Central Province,Sub Post Office
10522,Bope,CO,Colombo,Western Province,Sub Post Office
60155,Bopitiya,KG,Kurunegala,North Western Province,Sub Post Office
71612,Bopitiya,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
90362,Boragas,BD,Badulla,Uva Province,Sub Post Office
90170,Boralanda,BD,Badulla,Uva Province,Main Post Office
71418,Boralankada,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
10290,Boralesgamuwa,CO,Colombo,Western Province,Main Post Office
61152,Boralessa,PX,Puttalam,North Western Province,Sub Post Office
12142,Boralugoda,KT,Kalutara,Western Province,Sub Post Office
70344,Boraluwageaina,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
60437,Boraluwewa,KG,Kurunegala,North Western Province,Sub Post Office
32073,Borapola,APR,Ampara,Eastern Province,Sub Post Office
00800,Borella,CO,Colombo,Western Province,Main Post Office
71208,Bossella,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
12307,Botalegama,KT,Kalutara,Western Province,Sub Post Office
82458,Bowalagama,HB,Hambantota,Southern Province,Sub Post Office
90302,Bowela,BD,Badulla,Uva Province,Sub Post Office
60027,Boyagane,KG,Kurunegala,North Western Province,Sub Post Office
91038,Buddama,MJ,Monaragala,Uva Province,Sub Post Office
61136,Bujjampola,PX,Puttalam,North Western Province,Sub Post Office
60291,Bujjomuwa,KG,Kurunegala,North Western Province,Sub Post Office
71230,Bulathkohupitiya,KE,Kegalle,Sabaragamuwa Province,Main Post Office
12300,Bulathsinhala,KT,Kalutara,Western Province,Main Post Office
70346,Bulutota,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
60076,Buluwala,KG,Kurunegala,North Western Province,Sub Post Office
82002,Bundala,HB,Hambantota,Southern Province,Sub Post Office
11720,Buthpitiya,GQ,Gampaha,Western Province,Main Post Office
91100,Buttala,MJ,Monaragala,Uva Province,Main Post Office
32050,Central Camp,APR,Ampara,Eastern Province,Main Post Office
40212,Chankanai,JA,Jaffna,Northern Province,Main Post Office
40500,Chavakachcheri,JA,Jaffna,Northern Province,Main Post Office
32306,Chavalakadai,AR,Ampara,Eastern Province,Sub Post Office
43120,Cheddikulam,VA,Vavuniya,Northern Province,Main Post Office
30194,Cheddipalayam,BC,Batticaloa,Eastern Province,Sub Post Office
43060,Chemamadukkulam,VA,Vavuniya,Northern Province,Sub Post Office
30350,Chenkaladi,BC,Batticaloa,Eastern Province,Main Post Office
41140,Chilavathurai,MB,Mannar,Northern Province,Main Post Office
61000,Chilaw,PX,Puttalam,North Western Province,Main Post Office
31050,Chinabay,TC,Trincomalee,Eastern Province,Main Post Office
40230,Chulipuram,JA,Jaffna,Northern Province,Main Post Office
40075,Chunnakam,JA,Jaffna,Northern Province,Main Post Office
32046,Dadayamtalawa,APR,Ampara,Eastern Province,Sub Post Office
11524,Dagonna,GQ,Gampaha,Western Province,Sub Post Office
51092,Dalukana,PR,Polonnaruwa,North Central Province,Sub Post Office
32014,Damana,APR,Ampara,Eastern Province,Sub Post Office
32126,Damanewela,APR,Ampara,Eastern Province,Sub Post Office
60130,Dambadeniya,KG,Kurunegala,North Western Province,Main Post Office
91050,Dambagalla,MJ,Monaragala,Uva Province,Main Post Office
90714,Dambana,BD,Badulla,Uva Province,Sub Post Office
90161,Dambetenna,BD,Badulla,Uva Province,Sub Post Office
21100,Dambulla,MT,Matale,Central Province,Main Post Office
70019,Dambuluwana,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
51106,Damminna,PR,Polonnaruwa,North Central Province,Sub Post Office
81612,Dampahala,MH,Matara,Southern Province,Sub Post Office
71034,Damunupola,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
12148,Danawala Thiniyawala,KT,Kalutara,Western Province,Sub Post Office
81476,Dangala,MH,Matara,Southern Province,Sub Post Office
21032,Dankanda,MT,Matale,Central Province,Sub Post Office
61130,Dankotuwa,PX,Puttalam,North Western Province,Main Post Office
11896,Danowita,GQ,Gampaha,Western Province,Sub Post Office
20465,Danture,KY,Kandy,Central Province,Main Post Office
60174,Daraluwa,KG,Kurunegala,North Western Province,Sub Post Office
71430,Daraniyagala,KE,Kegalle,Sabaragamuwa Province,Main Post Office
70455,Daugala,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
22096,Dayagama Bazaar,NW,Nuwara Eliya,Central Province,Sub Post Office
11889,Debahera,GQ,Gampaha,Western Province,Sub Post Office
71037,Debathgama,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
10656,Dedigamuwa,CO,Colombo,Western Province,Sub Post Office
71237,Dedugala,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
20068,Dedunupitiya,KY,Kandy,Central Province,Sub Post Office
81452,Deegala Lenama,MH,Matara,Southern Province,Sub Post Office
60228,Deegalla,KG,Kurunegala,North Western Province,Sub Post Office
32006,Deegawapiya,APR,Ampara,Eastern Province,Sub Post Office
60123,Deekirikewa,KG,Kurunegala,North Western Province,Sub Post Office
71022,Deewala Pallegama,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
32150,Dehiattakandiya,APR,Ampara,Eastern Province,Main Post Office
90709,Dehigama,BD,Badulla,Uva Province,Sub Post Office
71400,Dehiowita,KE,Kegalle,Sabaragamuwa Province,Main Post Office
20739,Dehipe,KY,Kandy,Central Province,Sub Post Office
10350,Dehiwala,CO,Colombo,Western Province,Main Post Office
31226,Dehiwatte,TC,Trincomalee,Eastern Province,Sub Post Office
81320,Deiyandara,MH,Matara,Southern Province,Main Post Office
11690,Dekatana,GQ,Gampaha,Western Province,Sub Post Office
20658,Dekinda,KY,Kandy,Central Province,Sub Post Office
70042,Dela,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
71009,Deldeniya,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
40378,Delft West,JA,Jaffna,Northern Province,Sub Post Office
40370,Delft,JA,Jaffna,Northern Province,Main Post Office
11700,Delgoda,GQ,Gampaha,Western Province,Main Post Office
81477,Dellawa,MH,Matara,Southern Province,Sub Post Office
12304,Delmella,KT,Kalutara,Western Province,Sub Post Office
71401,Deloluwa,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
10302,Deltara,CO,Colombo,Western Province,Sub Post Office
20430,Deltota,KY,Kandy,Central Province,Main Post Office
11228,Delwagura,GQ,Gampaha,Western Province,Sub Post Office
70046,Delwala,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
60044,Delwita,KG,Kurunegala,North Western Province,Sub Post Office
11692,Demalagama,GQ,Gampaha,Western Province,Sub Post Office
11270,Demanhandiya,GQ,Gampaha,Western Province,Main Post Office
60024,Demataluwa,KG,Kurunegala,North Western Province,Sub Post Office
50356,Dematawewa,AD,Anuradhapura,North Central Province,Sub Post Office
90080,Demodara,BD,Badulla,Uva Province,Main Post Office
70332,Demuwatha,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
81314,Denagama,MH,Matara,Southern Province,Sub Post Office
81730,Denipitiya,MH,Matara,Southern Province,Main Post Office
81500,Deniyaya,MH,Matara,Southern Province,Main Post Office
81454,Derangala,MH,Matara,Southern Province,Sub Post Office
21552,Devagiriya,MT,Matale,Central Province,Sub Post Office
32038,Devalahinda,APR,Ampara,Eastern Province,Sub Post Office
81160,Devinuwara,MH,Matara,Southern Province,Main Post Office
70509,Devipahala,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
51094,Dewagala,PR,Polonnaruwa,North Central Province,Sub Post Office
21206,Dewahuwa,MT,Matale,Central Province,Main Post Office
11102,Dewalapola,GQ,Gampaha,Western Province,Main Post Office
71050,Dewalegama,KE,Kegalle,Sabaragamuwa Province,Main Post Office
71527,Dewanagala,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
50027,Dewanampiyatissapura,AD,Anuradhapura,North Central Province,Sub Post Office
12090,Dharga Town,KT,Kalutara,Western Province,Main Post Office
